file_name,section_id,question,answer
Jake_First_Output.txt,(1.16.1),What information should be reported for each power generation source?,"The following information should be reported for each power generation source: nameplate capacity, gross electricity generation, net electricity generation, and comments (optional)."
Jake_First_Output.txt,(1.16.1),How should biomass be reported?,"Biomass may be combusted on its own or co-fired with other fuels, and aggregated data should be provided. The biomass fraction should be reported under either biomass option, and if reported in the 'Sustainable biomass' row, the criteria used to classify the biomass as sustainable should be provided."
Jake_First_Output.txt,(1.16.1),What is the distinction between hydropower and pumped storage operations?,"Hydropower does not include pumped storage operations for the reporting of nameplate capacity and gross electricity generation, as CDP regards it as a form of managing or storing energy rather than primary generation."
Jake_First_Output.txt,(1.16.1),How should 'Other renewable' and 'Other non-renewable' energy generation technologies be reported?,"'Other renewable' and 'Other non-renewable' are aggregations of any other renewable and non-renewable energy generation technologies used that are not listed, and can include technologies such as renewably derived hydrogen or hydrogen derived from fossil fuels."
Jake_First_Output.txt,(1.16.1),What should be included in the comment section?,"The comment section can be used to provide any additional relevant information, such as the methodology utilized and the small-scale technologies used, or to specify if the biomass technology refers to bioenergy plants fitted with carbon capture and storage (BECCS)."
Jake_First_Output.txt,(1.17),In which part of the metals and mining value chain does your organization operate?,"The organization operates in one or more of the following parts of the metals and mining value chain: Mining (including Bauxite, Copper, Diamonds, Gold, Graphite, Iron ore, Lead, Nickel, Platinum group metals, Silver, Zinc, or other metal mining), and/or Processing (including Aluminum, Alumina, Copper, Gold, Graphite, Lead, Nickel, Platinum group metals, Silver, Zinc, or other metals/minerals)."
Jake_First_Output.txt,(1.17),What is the purpose of disclosing business activities within the metals and mining sector?,"Disclosing the activities that these organizations engage in provides data users with the contextual information necessary to understand and evaluate how they assess and manage climate- and water-related dependencies, impacts, risks, and opportunities, and enables data users to make more accurate cross-organizational and cross-industry comparisons."
Jake_First_Output.txt,(1.17),What information should be selected in response to question 1.17?,"All the mining and/or processing activities within the organizational boundary should be selected, including mined products and metals produced within the metals and mining value chain of the organization."
Jake_First_Output.txt,(1.18),What type of mining projects are covered by this disclosure?,"The disclosure covers various types of mining projects, including exploration, development, production, closure, and legacy sites, with different mining methods such as open-cut, underground, and open-cut and underground."
Jake_First_Output.txt,(1.18),What information is required to describe a mining project?,"The information required to describe a mining project includes the project ID, share percentage, country/area, latitude, longitude, project stage, mining method, raw materials, year extraction started or planned to start, year of closure, and a description of the project."
Jake_First_Output.txt,(1.18),What is the purpose of providing geographical coordinates for a mining project?,"The geographical coordinates (latitude and longitude) should be provided in decimal degrees (WGS84) and should ideally be of a point central to the mining site, to help data users understand the location of the project."
Jake_First_Output.txt,(1.18),When should a project in the 'Exploration' stage be disclosed?,A project in the 'Exploration' stage should only be disclosed if the feasibility studies have been completed.
Jake_First_Output.txt,(1.18),What information should be provided for a legacy mine site?,"For a legacy mine site, the 'Closure and/or legacy site' option should be selected, and further details should be provided in the 'Description of the project' column."
Jake_First_Output.txt,(1.18),What is the purpose of providing a description of the mining project?,"The description of the mining project should provide information to help data users understand the business and how it relates to biodiversity risk, including the type of project, regulatory aspects, distance to urban centers, and other relevant information."
Jake_First_Output.txt,(1.19),In which part of the oil and gas value chain does your organization operate?,"The organization operates in one or more of the following areas: Upstream (exploration, development, and production of oil and gas), Midstream (transportation, storage, and distribution of crude oil and natural gas), Downstream (refining, processing, and marketing of products derived from oil and gas), or Chemicals (manufacturing, distribution, and marketing of petrochemicals)."
Jake_First_Output.txt,(1.19),What are the different areas of the oil and gas value chain?,"The oil and gas value chain is split into four areas: Upstream (exploration, development, and production of oil and gas), Midstream (transportation, storage, and distribution of crude oil and natural gas), Downstream (refining, processing, and marketing of products derived from oil and gas), and Chemicals (manufacturing, distribution, and marketing of petrochemicals)."
Jake_First_Output.txt,(1.19),Why is it important to disclose the activities of organizations in the oil and gas sector?,"Disclosing the activities that these organizations engage in provides data users with the contextual information necessary to understand and evaluate how they assess and manage climate- and water-related dependencies, impacts, risks, and opportunities, and enables data users to make more accurate cross-organizational and cross-industry comparisons."
Jake_First_Output.txt,(1.19),What is the purpose of selecting all applicable options from the oil and gas value chain?,"The purpose is to select all aspects of the oil and gas value chain within the organizational boundary, as the oil and gas industry encompasses diverse activities ranging from exploration to petroleum product delivery."
Jake_First_Output.txt,(1.20),Which parts of the steel value chain does your organization operate in?,"The organization operates in one or more of the following parts of the steel value chain: iron ore mining, coal mining, limestone and dolomite quarrying, other mining or quarrying, iron ore sintering and agglomeration, coke oven operation, blast furnace and basic oxygen furnace operations, electric arc furnace operations, direct reduced iron operations, open hearth furnace operations, hot rolling, cold rolling and finishing, scrap steel recycling, oxygen production, lime production, or other steelmaking operations."
Jake_First_Output.txt,(1.20),What is the purpose of selecting the parts of the steel value chain that the organization operates in?,"The purpose of selecting the parts of the steel value chain is to allow CDP to deliver a more focused questionnaire for organizations that operate in the steel value chain, which should simplify the process of reporting, and to enable investors and data users to more accurately compare responses across organizations and industries."
Jake_First_Output.txt,(1.20),What types of production activities should a producer of steel select?,"A producer of steel should select at least one of the following steel value chain production activities: blast furnace and basic oxygen furnace operations, electric arc furnace operations, direct reduced iron operations, or open hearth furnace operations."
Jake_First_Output.txt,(1.20),What activities should be selected if they occur inside the organizational boundary?,All activities that occur inside the organizational boundary should be selected.
Jake_First_Output.txt,(1.20),Should coal mining be selected if the only coal mined is thermal coal for use outside the steel sector?,"No, coal mining should not be selected if the only coal mined is thermal coal for use outside the steel sector."
Jake_First_Output.txt,(1.20),Are production of raw materials for sale or own consumption applicable?,"Yes, production of raw materials for sale or own consumption is applicable."
Jake_First_Output.txt,(1.21),For which transport modes will you be providing data?,"The transport modes for which data will be provided include Light Duty Vehicles (LDV), Heavy Duty Vehicles (HDV), Rail, Marine, and Aviation, and respondents should select all that apply to their business operations."
Jake_First_Output.txt,(1.21),What should transport services companies select as the transport mode(s) for their business operations?,Transport services companies should select all transport mode(s) used in their operations for transporting goods and/or passengers.
Jake_First_Output.txt,(1.21),What should transport OEMs select as the transport mode(s) for their business operations?,Transport OEMs should select all transport mode(s) for which they supply transportation vehicles.
Jake_First_Output.txt,(1.21),What is the purpose of selecting specific transport modes in the questionnaire?,"The purpose of selecting specific transport modes is to allow CDP and its data users to identify more specifically which transport modes are relevant to the organization, enabling a more focused questionnaire for organizations operating in the transport value chain."
Jake_First_Output.txt,(1.21),What information is being requested in the section on produced and sourced commodities?,"The section requests details on the commodities produced and/or sourced in the reporting period, including the total volume of a commodity produced and/or sourced (including used, purchased, and consumed) by the organization, to provide context to data users for responses in the environmental performance - forests module."
Jake_First_Output.txt,(1.22),What commodities does your organization produce and/or source?,"The organization produces and/or sources timber products, palm oil, cattle products, soy, rubber, cocoa, and/or coffee."
Jake_First_Output.txt,(1.22),What is the total volume of each commodity produced and/or sourced?,"The total volume of each commodity produced and/or sourced should be stated in metric tons, including used, purchased, and consumed volumes."
Jake_First_Output.txt,(1.22),How do you distinguish between direct soy and embedded soy in your value chain?,"Direct soy refers to soy that is directly sourced or produced, while embedded soy refers to soy that is indirectly sourced through animal feed in animal products."
Jake_First_Output.txt,(1.22),What forms of commodities should be disclosed?,"Forms of commodities applicable to this disclosure include raw materials, processed ingredients, manufactured goods that contain commodities, derivatives, and soy embedded as animal feed in animal products."
Jake_First_Output.txt,(1.22),How do you determine the percentage of procurement spend on each commodity?,The percentage of procurement spend on each commodity should be estimated as a percentage of total sourcing across the organization.
Jake_First_Output.txt,(1.22),How do you determine the percentage of revenue dependent on each commodity?,"The percentage of revenue dependent on each commodity should be estimated based on the revenue associated with the production, processing, or sale of the commodity or its derivatives."
Jake_First_Output.txt,(1.22),What is the significance of each commodity to your business in terms of revenue?,The significance of each commodity to your business in terms of revenue should be determined based on the percentage of revenue dependent on the commodity and other contextual factors.
Jake_First_Output.txt,(1.22),How do you convert volumes from other units to metric tons?,"The conversion factor used to convert volumes from other units to metric tons should be stated, along with an explanation of how the conversion factor was calculated or based on."
Jake_First_Output.txt,(1.22),"What is the difference between metric ton, short ton, and long ton?","A metric ton is equal to 1000kg, a short ton is equal to 907kg, and a long ton is equal to 1016kg."
Jake_First_Output.txt,(1.23),Which agricultural commodities produced and/or sourced by your organization are the most significant to your business by revenue?,"The commodities listed in the table, such as cattle products, cocoa, coffee, cotton, dairy & egg products, fish and seafood from aquaculture, fruit, maize/corn, nuts, other grain, other oilseeds, palm oil, poultry & hog, rice, soy, sugar, tea, timber products, tobacco, vegetable, wheat, and other commodity, are considered significant to the business in terms of revenue if they meet certain criteria, including being highly dependent on natural capital and its associated ecosystem services, being closely associated with high CO2 emissions, or requiring relatively large quantities of water."
Jake_First_Output.txt,(1.23),How should the dependency of revenue on agricultural commodities be expressed?,"Revenue has been chosen as the unique metric to express business dependency, as it is already calculated by many organizations and provides a clear message to investors about an organization's financial dependency."
Jake_First_Output.txt,(1.23),What if a commodity is not listed in column 0?,"If a commodity is not listed in column 0, it should be indicated in the 'Other commodity' row and specified in the 'Please explain' column."
Jake_First_Output.txt,(1.23),How should the percentage of revenue dependent on an agricultural commodity be calculated?,"The percentage of revenue dependent on an agricultural commodity should be calculated based on the organization's revenue data, and any exclusions or rationale for such exclusions should be explained in the 'Please explain' column."
Jake_First_Output.txt,(1.23),How is it determined whether an agricultural commodity is significant to the business in terms of revenue?,"The significance of an agricultural commodity to the business in terms of revenue is determined by considering the revenue selection in column 2 and any other contextual factors, and the approach to determining significance should be described in the 'Please explain' column."
Jake_First_Output.txt,(1.24),Has your organization mapped its value chain?,"The organization can respond with one of the following options: Yes, we have mapped our value chain; No, but we plan to do so within the next two years; or No, and we do not plan to do so. The organization can also provide additional information about their value chain mapping, such as the stages covered in the mapping, the highest supplier tier mapped, and the inclusion of smallholders in the mapping."
Jake_First_Output.txt,(1.24),What is the purpose of mapping an organization's value chain?,"The purpose of mapping an organization's value chain is to facilitate activities such as effective risk management, traceability, and supplier engagement. It also helps data users interpret the supplier coverage reported across the rest of the organization's responses regarding action in their value chain."
Jake_First_Output.txt,(1.24),What is the difference between 'value chain mapping' and 'traceability'?,"Value chain mapping refers to the process of identifying stakeholders within the value chain, including where they operate and how they relate to each other. Traceability, on the other hand, refers to the ability to follow products through stages of the value chain. Organizations can report details of their commodity traceability levels in question 8.8."
Jake_First_Output.txt,(1.24),How should financial services disclosers respond to this question?,"Financial services disclosers should select 'Portfolio' in column 2 'Value chain stages covered in mapping' when referring to the companies and/or activities within their portfolio that they lend to, invest in, or insure. This question asks whether they are aware of the different parts of their portfolio, where the companies operate, and how they relate to each other."
Jake_First_Output.txt,(1.24),What information should be included in the description of the mapping process and coverage?,"The description of the mapping process and coverage should include the type of information that has been collected, the tools and methods used, and the coverage of the mapping (i.e., whether it is full or partial)."
Jake_First_Output.txt,(1.24.1),"Have you mapped where in your direct operations or elsewhere in your value chain plastics are produced, commercialized, used, and/or disposed of?","The response options for this question include: Yes, we have mapped or are currently in the process of mapping plastics in our value chain; No, but we plan to within the next two years; No, and we do not plan to within the next two years. Organizations can select from various value chain stages, including direct operations, upstream value chain, downstream value chain, and end-of-life management. The primary reason for not mapping plastics in the value chain can be selected from options such as lack of preparation for internal reuse, lack of recycling capabilities, or judged to be unimportant or not relevant."
Jake_First_Output.txt,(1.24.1),What is the importance of mapping plastics in the value chain?,"Mapping plastics in the value chain is the first step for organizations to increase awareness of how plastics are produced, commercialized, used, and disposed of. This allows organizations to understand their plastics-related impacts on the environment and society, their exposure to plastics-related business risks, and how to reduce plastic waste and pollution."
Jake_First_Output.txt,(1.24.1),What information is required to complete the plastics mapping table?,"To complete the table, organizations need to provide information on the value chain stages covered in mapping, portfolios covered in end-of-life management, primary reason for not mapping plastics in the value chain, and explain why their organization has not mapped its value chain. The table includes columns for plastics mapping, value chain stages, portfolios covered, end-of-life management, primary reason for not mapping, and explanation for not mapping."
Jake_First_Output.txt,(1.24.1),What are the value chain stages that can be selected for plastics mapping?,"The value chain stages that can be selected for plastics mapping include direct operations, upstream value chain, downstream value chain, and end-of-life management. Organizations can also select 'Other, please specify' if their value chain stage is not listed."
Jake_First_Output.txt,(1.24.1),Why is it important for organizations to understand their plastics-related impacts on the environment and society?,"Understanding plastics-related impacts on the environment and society allows organizations to understand their exposure to plastics-related business risks and how to reduce plastic waste and pollution. This information gives data users confidence in the accuracy and thoroughness of information reported on plastics impacts, risks, targets, and other metrics."
Jake_First_Output.txt,(1.24.2),"Which commodities has your organization mapped in your upstream value chain (i.e., supply chain)?","The commodities that the organization has mapped in its upstream value chain include timber products, palm oil, cattle products, soy, rubber, cocoa, and coffee. The organization is required to provide the percentage of suppliers mapped per supplier tier in the commodity's upstream value chain."
Jake_First_Output.txt,(1.24.2),What is the purpose of mapping the upstream value chain?,"The purpose of mapping the upstream value chain is to effectively identify, assess, and manage environmental dependencies, impacts, risks, and opportunities related to sourced commodity volumes. It is also complementary to other key activities such as risk management, traceability, and supplier engagement."
Jake_First_Output.txt,(1.24.2),What is the difference between 'value chain mapping' and 'traceability'?,"Value chain mapping refers to the process of identifying stakeholders within the value chain, including where they operate and how they relate to each other. Traceability, on the other hand, refers to the ability to follow products through stages of the value chain. While related, they are distinct concepts, and organizations can report details of their traceability in section 8.8."
Jake_First_Output.txt,(1.24.2),How should organizations report the percentage of suppliers mapped for each tier?,"For each tier mapped, organizations should provide an estimated percentage of their total suppliers included in the mapping. The appearance of the columns for reporting the percentage of suppliers mapped is dependent on the organization's selections in the 'Highest supplier tier mapped for this sourced commodity' column."
Jake_First_Output.txt,(1.24.2),What is the 'Highest supplier tier known but not mapped for this sourced commodity' column?,"This column appears if anything other than 'Tier 4+' is selected in the 'Highest supplier tiers mapped for the sourced commodity' column. It requires organizations to select the highest tier that they are aware of in any of their commodity-related value chains, even if they have not carried out any mapping exercises to collect information about these suppliers."
Jake_First_Output.txt,(2.1),"How does your organization define short-, medium-, and long-term time horizons in relation to the identification, assessment, and management of your environmental dependencies, impacts, risks, and opportunities?","The organization should define their own timeframes considering the useful life of their assets or infrastructure, the profile of the environmental risks they face, the sectors and geographies in which they operate, and that environmental risks and opportunities can manifest themselves over the medium and long term. The time horizons should be linked to strategic and/or financial planning, and the organization should provide details of the length of time in the 'From' and 'To' years columns, as well as explain how the use of this time horizon supports their strategic and/or financial planning."
Jake_First_Output.txt,(2.1),What factors should organizations consider when defining their time horizons for environmental issues?,"Organizations should consider the useful life of their assets or infrastructure, the profile of the environmental risks they face, the sectors and geographies in which they operate, and that environmental risks and opportunities can manifest themselves over the medium and long term."
Jake_First_Output.txt,(2.1),"Why is it important for organizations to consider the appropriate timeframes when assessing environmental dependencies, impacts, risks, and opportunities?","Because environmental risks and opportunities may have implications over a longer period, and many organizations conduct operational and financial planning over a 1–2-year timeframe, and strategic and capital planning over a 2-5-year timeframe, which may not be sufficient to capture the full range of environmental risks and opportunities."
Jake_First_Output.txt,(2.1),Do TCFD and TNFD define specific timeframes for organizations to use when assessing environmental issues?,"No, TCFD and TNFD do not define timeframes and encourage respondents to decide how to define their own timeframes considering the specific factors relevant to their businesses."
Jake_First_Output.txt,(2.2),"Does your organization have a process for identifying, assessing, and managing environmental dependencies and/or impacts?","The organization should answer this question by selecting one of the options: Yes, No, but we plan to within the next two years, No, and we do not plan to within the next two years, or Not an immediate strategic priority. The organization should also provide further details on their assessment process, including the primary reason for not evaluating dependencies and/or impacts and any plans to do so in the future."
Jake_First_Output.txt,(2.2),"What should be included in the process for identifying, assessing, and managing environmental dependencies and/or impacts?","The process should include the identification, assessment, and management of environmental dependencies, impacts, risks, and opportunities across the organization's direct operations, value chain, financed activities, and assets."
Jake_First_Output.txt,(2.2),"Why is it essential to identify, assess, and manage dependencies and impacts on the environment?","It is essential to identify, assess, and manage dependencies and impacts on the environment in order to assess effectively the risks and opportunities of an organization, as dependencies and impacts on the environment can result in changes to the capacity of nature to provide social and economic functions."
Jake_First_Output.txt,(2.2),"What is the ambition for an organization's process for identifying, assessing, and managing environmental dependencies and impacts?","The ambition is for the organization to have a robust process to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across its direct operations, value chain, financed activities, and assets."
Jake_First_Output.txt,(2.2),How should Financial Services companies answer this question?,"Financial Services companies should answer this question by describing the processes used to identify, assess, and respond to environmental dependencies and/or impacts within their direct operations and upstream value chain, and not report the identification, assessment, and management of environmental dependencies and/or impacts in their portfolio."
Jake_First_Output.txt,(2.2.1),"Does your organization have a process for identifying, assessing, and managing environmental risks and/or opportunities?","The organization should select 'Yes' if it has any process in place for identifying, assessing, and managing risks and/or opportunities, regardless of whether both risks and opportunities are assessed, and regardless of whether the process is integrated or separated."
Jake_First_Output.txt,(2.2.1),"What should be done if the organization does not have any form of process for identifying, assessing, and managing risks and/or opportunities?","The organization should select 'No...' and explain why it does not evaluate risks and/or opportunities, and describe any plans to do so in the future."
Jake_First_Output.txt,(2.2.1),What information should be provided in column 5 of the response table?,"The organization should describe the primary reason selected in column 4 'Primary reason for not evaluating risks and/or opportunities', and describe any plans to evaluate environmental risks and/or opportunities in the future, such as initial measures taken to put an evaluation process in place."
Jake_First_Output.txt,(2.2.1),What information should be provided in column 6 of the response table?,"The organization should describe the primary reason for not having a process to evaluate both environmental risks and opportunities, and describe any plans to do so in the future. If the organization selected 'No' in response to column 3 'Is this process informed by the dependencies and/or impacts process?', it should provide details of why this is the case, and any plans to consider dependencies and/or impacts as part of this process in the future."
Jake_First_Output.txt,(2.2.1),What is the note for Financial Services companies regarding this question?,"This question is asking about the processes used to identify, assess, and respond to environmental risks and/or opportunities within the organization's direct operations and upstream value chain. Financial Services companies should not report the identification, assessment, and management of environmental risks and/or opportunities in their portfolio here, but rather in 2.2.5."
Jake_First_Output.txt,(2.2.2),"What is the organization's process for identifying, assessing, and managing environmental dependencies, impacts, risks, and/or opportunities?","The organization has a robust process to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across its direct operations, value chain, financed activities, and assets. This process involves mapping the value chain, screening sites, and engaging stakeholders to identify and assess environmental dependencies, impacts, risks, and opportunities, and is integrated into a multi-disciplinary organization-wide risk management process."
Jake_First_Output.txt,(2.2.2),How often does the organization conduct the identification and assessment process?,The organization conducts the identification and assessment process at least once a year and describes how data was obtained.
Jake_First_Output.txt,(2.2.2),What types of risks are considered in the assessment process?,"The assessment process considers various types of risks, including acute physical risks, chronic physical risks, policy risks, technology risks, market risks, reputation risks, and liability risks."
Jake_First_Output.txt,(2.2.2),How is the risk management process integrated into the organization's overall assessment framework?,"The risk management process is integrated into a multi-disciplinary organization-wide risk management process, which identifies and assesses risks in an integrated way, covering all possible types and sources of risks."
Jake_First_Output.txt,(2.2.2),What is the location-specificity used in the assessment process?,"The assessment process uses site-specific, local, sub-national, and national location-specificity, depending on the operational sites and value chain stages covered."
Jake_First_Output.txt,(2.2.2),What criteria are considered in the assessment process?,"The assessment process considers various criteria, including policy, reputation, technology, market, and liability criteria, as well as the likelihood and magnitude of the effects of dependencies, impacts, risks, and/or opportunities."
Jake_First_Output.txt,(2.2.2),How does the organization determine which risks and/or opportunities could have a substantive financial or strategic effect on the organization?,"The organization uses a methodology to assess the nature, likelihood, and magnitude of the effects of dependencies, impacts, risks, and/or opportunities, including qualitative factors, quantitative thresholds, and other criteria, and considers inputs and parameters such as data sources and the scope of operations covered by the process."
Jake_First_Output.txt,(2.2.2),"What is the process used to monitor dependencies, impacts, risks, and/or opportunities?","The organization has a process for monitoring dependencies, impacts, risks, and/or opportunities, which includes the use of scenario analysis and related policies for monitoring and reviewing the assessment process."
Jake_First_Output.txt,(2.2.3),"What is your organization's process for identifying, assessing, and managing biodiversity impacts in the context of mining projects?","The organization's process involves assessing biodiversity impacts before the development of a mining project as part of an Environmental Impact Assessment (EIA), which includes considering direct, indirect, and cumulative impacts, as well as aspects such as alternative locations, threatened species, migratory species, endemic species, protected habitats, critical habitats, natural habitats, and ecosystem services. The assessment is performed in accordance with standards and policies defined by government agencies, lender requirements, company own policies, or other relevant requirements. The scope of the assessment is defined by these standards and policies, and the assessment may involve collecting baseline biodiversity data and making the Environmental Impact Statement publicly available."
Jake_First_Output.txt,(2.2.3),What types of assessments are performed by your organization to identify and manage biodiversity impacts?,"The types of assessments performed by the organization are based on IFC (2012) and include full-scale environmental and social impact assessments, limited or focused environmental and social assessments, straightforward application of environmental siting, pollution standards, design criteria, or construction standards, and other types of assessments as specified by the organization."
Jake_First_Output.txt,(2.2.3),What aspects of biodiversity are considered in your organization's assessment of biodiversity impacts?,"The organization's assessment considers various aspects of biodiversity, including alternative locations, threatened species, migratory species, endemic species, protected habitats, critical habitats, natural habitats, ecosystem services, and other aspects as specified by the organization."
Jake_First_Output.txt,(2.2.3),Is baseline biodiversity data available for your organization's mining projects?,"Yes, baseline biodiversity data is collected as part of the assessment and is properly stored and readily accessible, although it does not need to be shared with regulatory agencies or more broadly to be considered available."
Jake_First_Output.txt,(2.2.3),Is the Environmental Impact Statement (EIS) for your organization's mining projects publicly available?,"Yes, the EIS is considered publicly available if it is accessible to all stakeholders and interested parties, such as being available on the organization's website or at any other unrestricted site. If the EIS is not publicly available, the organization selects 'No' and provides an explanation in the 'Please explain' column."
Jake_First_Output.txt,(2.2.3),What additional information can be provided regarding the assessment of biodiversity impacts prior to project development?,"Additional information can be provided on the local regulatory context, challenges related to data availability, and whether a Strategic Environmental Assessment (SEA) is in place. The organization can also share details on how baseline biodiversity data was shared, if applicable."
Jake_First_Output.txt,(2.2.4),"Does your organization have a process for identifying, assessing, and managing environmental dependencies and/or impacts related to your portfolio activities?","The organization is expected to have a robust process to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across all of its portfolios. This process should be in place to assess effectively the risks and opportunities related to their various portfolio activities."
Jake_First_Output.txt,(2.2.4),"What is the importance of identifying, assessing, and managing dependencies and impacts on the environment for financial institutions?","It is essential for financial institutions to identify, assess, and manage dependencies and impacts on the environment in order to assess effectively the risks and opportunities related to their various portfolio activities. Dependencies and impacts on the environment can result in changes to the capacity of nature to provide social and economic functions."
Jake_First_Output.txt,(2.2.4),What is the ambition of the financial institution in terms of environmental dependencies and impacts?,"The ambition is for the financial institution to have a robust process to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across all of its portfolios."
Jake_First_Output.txt,(2.2.4),"How should the organization respond to the question about having a process in place for identifying, assessing, and managing dependencies and/or impacts related to their portfolio?","The organization should select 'Yes' if they have any process in place for identifying, assessing, and managing dependencies and/or impacts relating to the portfolio, regardless of whether both dependencies and impacts are assessed, and regardless of whether the process is integrated or separated. If they do not have any form of process, they should select 'No' and explain why they do not evaluate dependencies and/or impacts related to this portfolio and describe any plans to do so in the future."
Jake_First_Output.txt,(2.2.5),"Does your organization have a process for identifying, assessing, and managing environmental risks and/or opportunities related to your portfolio activities?","The organization is expected to have a robust process to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across all of its portfolios. The process should be informed by the evaluating dependencies and/or impacts process, and should cover both risks and opportunities related to the portfolio."
Jake_First_Output.txt,(2.2.5),"What is the purpose of the question about identifying, assessing, and managing environmental risks and/or opportunities related to portfolio activities?","The purpose of the question is to establish whether the financial institution has a process for identifying, assessing, and managing environmental issues related to their various portfolio activities, so that data users may gauge the organization’s awareness of its own environmental risks and opportunities."
Jake_First_Output.txt,(2.2.5),"How should an organization respond if it does not have a process in place for identifying, assessing, and managing environmental risks and/or opportunities related to a particular portfolio?","If an organization does not have a process in place, it should select 'No' and explain why it does not evaluate risks and/or opportunities related to the portfolio, and describe any plans to do so in the future."
Jake_First_Output.txt,(2.2.5),What information should be provided if an organization selects 'No' for having a process in place for evaluating both risks and opportunities that is informed by a dependencies and/or impacts process?,"The organization should describe the primary reason for not having a process to evaluate both environmental risks and opportunities, and describe any plans to do so in the future. If the organization selected 'No' in response to being informed by the dependencies and/or impacts process, it should provide details of why this is the case, and any plans to consider dependencies and/or impacts as part of this process in the future."
Jake_First_Output.txt,(2.2.6),"What is the process for identifying, assessing, and managing environmental dependencies, impacts, risks, and/or opportunities related to portfolio activities?","The process involves a comprehensive, recurring procedure to identify, assess, and manage environmental dependencies, impacts, risks, and opportunities across all portfolios and over a range of time-horizons. This includes mapping portfolios, engaging stakeholders, and integrating the assessment into a multi-disciplinary portfolio-wide risk management process."
Jake_First_Output.txt,(2.2.6),How often should the identification and assessment process be conducted?,"The identification and assessment process should be conducted at least once a year, with the frequency of assessment depending on the specific portfolio and environmental issue."
Jake_First_Output.txt,(2.2.6),What types of risks should be considered in the assessment process?,"The assessment process should consider acute physical, chronic physical, policy, technology, market, reputation, and liability risks, as well as the potential for systemic and sector risks."
Jake_First_Output.txt,(2.2.6),How should the proportion of portfolio covered by the risk management process be calculated?,"The proportion of portfolio covered by the risk management process should be calculated based on the assets value reported in 1.10, and should include an assessment of how the organization's dependencies and/or impacts fed into the assessment of risks and/or opportunities."
Jake_First_Output.txt,(2.2.6),What tools and methodologies can be used to assess portfolio exposure to environmental risks?,"Tools and methodologies that can be used to assess portfolio exposure to environmental risks include the UNEP FI Portfolio Impact Analysis Tool for Banks, the UNEP FI Corporate Impact Analysis Tool, the 2DII Paris Agreement Capital Transition Assessment (PACTA) tool, and the Transition Pathway Initiative (TPI), among others."
Jake_First_Output.txt,(2.2.6),"How should the process for identifying, assessing, and managing dependencies, impacts, risks, and/or opportunities be integrated into the company-wide risk management process?","The process for identifying, assessing, and managing dependencies, impacts, risks, and/or opportunities should be integrated into the company-wide risk management process through a documented process that identifies, assesses, and manages risks related to the portfolio in a centralized enterprise risk management program."
Jake_First_Output.txt,(2.2.7),"Are the interconnections between environmental dependencies, impacts, risks and/or opportunities assessed?","The organization assesses the interconnections between environmental dependencies, impacts, risks and/or opportunities and identifies any alignment, synergies, contributions and possible trade-offs."
Jake_First_Output.txt,(2.2.7),"Why is it important to assess the interconnections between environmental dependencies, impacts, risks and/or opportunities?","Nature-related disclosures should be integrated with other business and sustainability-related disclosures, whenever possible, to provide report users with an integrated and holistic picture of the organization’s financial position and prospects. Integration of climate- and nature-related disclosures is of particular importance."
Jake_First_Output.txt,(2.2.7),"What is the ambition of the organization in terms of assessing interconnections between environmental dependencies, impacts, risks and/or opportunities?","The organization assesses the interconnections between environmental dependencies, impacts, risks and/or opportunities and identifies any alignment, synergies, contributions and possible trade-offs."
Jake_First_Output.txt,(2.2.7),"How should the interconnections between environmental dependencies, impacts, risks and/or opportunities be assessed?","This can be done by using a framework or methodology that integrates the assessment of different environmental dependencies, impacts, risks and/or opportunities into a single process, such as guidance from relevant reporting standards or protocols developed internally."
Jake_First_Output.txt,(2.2.7),"What should be described in the process of assessing interconnections between environmental dependencies, impacts, risks and/or opportunities?","The process should describe how the assessment of different environmental dependencies, impacts, risks and/or opportunities is incorporated into a single process, how any alignment, synergies, contributions and possible trade-offs are identified, and provide examples of how the interconnections between dependencies, impacts, risks and/or opportunities are considered and assessed together rather than separately."
Jake_First_Output.txt,(2.2.7),"What if the organization does not assess the interconnections between environmental dependencies, impacts, risks and/or opportunities?","The organization should describe the primary reason for not assessing the interconnections, and describe any plans to do so in the future. If the reason is that it is judged to be unimportant or not relevant, the organization should explain the criteria used to make this decision."
Jake_First_Output.txt,(2.2.8),"Does your organization consider environmental information about your clients/investees as part of your due diligence and/or environmental dependencies, impacts, risks and/or opportunities assessment process?","The organization should disclose whether they consider environmental information about their clients/investee companies as part of their client screening, dependencies, impact, risk and/or opportunities assessment, and/or due diligence process. This assessment is dependent on the organization's client base and scale of business."
Jake_First_Output.txt,(2.2.8),What is meant by environmental information about clients/investees?,"Environmental information about clients/investees refers to how they perform against different environmental indicators, and how they identify, assess, and manage their environmental dependencies, impacts, risks, and/or opportunities."
Jake_First_Output.txt,(2.2.8),What types of portfolios should be considered when assessing environmental information?,"The organization should consider environmental information for each of their financial portfolios, including Banking (Bank), Investing (Asset manager), Investing (Asset owner), and Insurance underwriting (Insurance company)."
